Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
27,Yes,Travel_Rarely,1156,Research & Development,-1,5,Medical,-4,436,-4,Male,83,-4,4,Research Scientist,4,Married,3467,24732,2,Y (Modified),Yes,13,1,1,75,-2,1,0,-1,4,-3,6,-3
35,No (Modified),Travel_Rarely,637,Research & Development,12,-2,Medical,1,869,3,Female,94,7,-2,Research Scientist,-1,Married,5178,22166,3,Y,No,9,1,4,80,3,12,6,-3,7,0,-3,0
37,No,Travel_Rarely,466,Research & Development,0,-3,Other,4,53,3,Male,71,3,5,Laboratory Technician,3,Divorced,1949,10905,2,Y (Modified),No,15,-1,2,81,4,-3,3,0,-1,2,-2,-5
37,No,Travel_Frequently,565,Research & Development,17,3,Life Sciences,4,409,3,Male (Modified),79,3,-1,Laboratory Technician (Modified),6,Married,3692,7122,8,Y,No,16,1,7,77,0,2,1,5,0,-2,-5,2
35,No,Travel_Rarely,946,Research & Development,9,7,Other,3,843,-1,Male,61,1,6,Manufacturing Director,0,Single,10217,18871,1,Y,No,20,-1,5,78,1,13,0,3,6,0,-4,7
27,No,Travel_Rarely (Modified),269,Research & Development,-1,7,Medical,4,1303,2,Female,40,1,2,Research Scientist,2,Single,2097,18825,-1,Y,No,19,4,2,81,-2,-2,0,3,1,-2,-3,2
36,No,Travel_Rarely,557,Research & Development,13,8,Life Sciences,-2,1618,1,Female,74,-1,1,Manufacturing Director,6,Married,4663,12421,13,Y,Yes,10,-2,-2,83,-2,9,-1,4,5,5,1,-3
39,No,Travel_Rarely,993,Research & Development,29,4,Technical Degree (Modified),-4,1601,-1,Male,82,-1,-3,Laboratory Technician,5,Divorced,4872,5854,3,Y,No,12,4,2,81,-4,11,-2,3,5,4,-5,6
35,No,Travel_Rarely,921,Research & Development,1,8,Medical,3,614,4,Female,99,5,3,Research Director,6,Divorced,16185,22575,1,Y,No,22,-1,2,75,4,5,0,2,4,-4,-4,3
22,No,Travel_Rarely,1224,Research & Development,9,6,Life Sciences,-1,429,0,Female,82,1,0,Research Scientist,4,Single,2473,20939,4,Y,Yes,13,2,5,81,4,-1,4,-2,1,1,-3,4
40,No,Non-Travel (Modified),103,Research & Development,4,6,Life Sciences,-3,2023,8,Male,90,2,9,Manager,1,Single,19435,15304,6,Y,No,15,1,1,78,2,20,6,-3,6,3,-3,0
23,No,Travel_Rarely,1472,Sales,8,5,Medical,-3,1444,5,Female,43,2,-3,Sales Executive,-2,Married,4160,15206,3,Y,Yes (Modified),8,6,5,77,-1,4,6,1,3,6,2,0
42,No,Travel_Rarely,1495,Sales,17,5,Life Sciences,2,1387,4,Male,40,4,-2,Sales Executive,6,Married,6119,3563,7,Y,Yes,10,-2,-1,76,-3,5,-3,8,4,1,5,6
24,Yes,Travel_Frequently (Modified),1285,Research & Development,5,6,Life Sciences,5,646,3,Female,53,2,-4,Laboratory Technician,7,Married,2885,14163,4,Y,Yes,13,7,7,82,3,9,3,6,10,6,-1,-3
33,No,Travel_Frequently,136,Research & Development,5,2,Medical,5,267,4,Female,35,6,-1,Laboratory Technician,6,Single,4420,15986,9,Y,No,13,7,0,84,2,7,6,4,3,-1,2,-3
40,No,Travel_Frequently,1184,Research & Development,-2,-2,Life Sciences,-2,1670,0,Male,92,0,0,Research Scientist,4,Married (Modified),4738,9867,10,Y,No,17,-1,6,80,4,17,2,6,15,11,-3,12
22,Yes,Travel_Rarely,339,Sales,10,-4,Marketing (Modified),2,1782,6,Male,31,2,-4,Sales Representative,5,Single,2675,4570,2,Y,No,9,6,0,79,-1,1,2,5,-1,2,3,3
25,No,Travel_Rarely,236,Research & Development,20,4,Technical Degree,-4,615,0,Male,30,0,1,Manufacturing Director,1,Divorced,4263,22645,3,Y,No,14,1,-1,75,0,4,-3,8,2,0,4,0
35,No,Travel_Frequently,557,Research & Development,0,6,Other,2,1430,0,Male,89,7,2,Research Scientist,4,Divorced,2991,20287,4,Y,No,16,3,3,75,6,9,0,1,2,4,3,2
33,No,Travel_Frequently,1412,Sales,-2,5,Medical (Modified),5,315,-2,Female,42,-1,3,Sales Executive,1,Married,7913,6599,3,Y,No,11,1,2,77,1,11,1,-1,9,12,6,-3
42,Yes,Travel_Rarely,1180,Research & Development,27,5,Medical,-2,281,-2,Male,67,3,5,Healthcare Representative,5,Married,6668,11350,6,Y,Yes,20,6,5,77,-3,13,-2,1,5,-4,-4,2
38,Yes (Modified),Travel_Rarely (Modified),1332,Research & Development,6,0,Life Sciences,5,1644,-2,Male,72,1,5,Laboratory Technician,5,Single,2164,3339,-2,Y,Yes,16,1,4,80,0,9,6,1,5,3,1,6
37,No,Travel_Frequently,891,Research & Development,6,5,Medical,-2,398,2,Male,55,0,-4,Research Scientist,2,Married,2322,11415,-2,Y,Yes,12,6,0,83,-2,7,2,-1,2,-3,-3,1
33,No,Travel_Rarely,1371,Research & Development,-1,0,Life Sciences,1,387,2,Female,43,6,5,Research Scientist,5,Single,2117,15879,-4,Y,No,8,3,1,83,4,17,5,7,21,9,5,3
26,No,Travel_Rarely,862,Sales,2,2,Medical,3,1472,6,Male,82,-2,-3,Sales Executive,-3,Single (Modified),8461,23493,3,Y,No (Modified),15,3,0,80,1,6,7,-2,5,2,2,3
46,No,Travel_Rarely,1010,Research & Development,5,-2,Life Sciences,-4,579,2,Male,51,4,2,Research Director,1,Married,17861,2285,10,Y,No,11,4,1,79,-3,23,2,-4,0,3,2,4
40,No,Non-Travel,724,Research & Development,3,-1,Medical (Modified),0,378,-4,Female,78,-2,7,Research Director,6,Divorced,13603,11675,5,Y,Yes,19,2,1,80,-2,17,-3,3,6,-3,-3,2
58,No,Travel_Rarely,716,Research & Development,-2,5,Life Sciences,-4,1032,7,Female,65,5,6,Manufacturing Director,5,Single (Modified),13721,21833,6,Y,Yes,12,6,0,75,-3,27,2,6,4,6,8,1
30,No,Travel_Rarely,591,Research & Development,32,6,Life Sciences,1,1552,-2,Male,76,0,-3,Laboratory Technician,7,Married,5204,22945,3,Y,Yes,13,-1,6,76,-2,14,3,-1,12,13,5,10
24,Yes,Travel_Frequently,340,Research & Development,16,-3,Other,5,1421,2,Female,81,2,0,Healthcare Representative,2,Single,7549,22925,2,Y,Yes,14,0,-4,81,-3,4,-3,0,9,5,6,7
45,No,Travel_Frequently,1236,Research & Development,21,8,Medical,1,1601,-1,Male (Modified),39,2,0,Healthcare Representative,4,Married,11243,20685,-1,Y,Yes,10,7,1,76,-1,31,0,5,34,8,8,15
43,No,Travel_Rarely,1151,Human Resources (Modified),10,6,Human Resources,2,1409,4,Female,30,5,2,Manager,-1,Married,16798,16612,-5,Y,No,11,6,6,80,4,17,3,6,17,10,-1,6
24,No,Travel_Frequently,463,Sales,4,6,Life Sciences,-3,1510,2,Male,57,4,-1,Sales Executive,4,Single,4901,11826,0,Y,No,9,3,8,75,-2,3,4,1,4,1,5,4
36,Yes,Travel_Rarely,1276,Research & Development,19,-1,Medical,1,577,-2,Male (Modified),51,-1,3,Manager,2,Married,13607,24622,11,Y,Yes,11,2,1,76,3,16,1,8,2,10,9,3
59,No,Travel_Frequently,1498,Sales,26,4,Marketing,-2,573,5,Female,79,3,-1,Sales Executive,-4,Married,10262,2840,3,Y,No,17,5,8,78,-1,19,7,8,22,11,9,6
50,No,Travel_Rarely,1322,Research & Development,3,6,Life Sciences,4,312,2,Female,87,-1,5,Laboratory Technician,4,Single,3216,3300,3,Y,No,10,4,5,82,-1,2,0,-1,5,3,-2,4
37,No,Travel_Rarely,730,Research & Development,7,2,Life Sciences (Modified),-2,1295,7,Male,66,-1,-2,Research Scientist,0,Married,3503,6021,-4,Y,Yes,15,0,4,80,3,0,3,2,3,6,6,3
46,No,Travel_Rarely,1343,Research & Development,9,1,Life Sciences,3,88,-3,Male,61,6,5,Research Scientist,1,Divorced,9723,18789,-1,Y,No,14,2,2,81,-2,28,1,1,-3,3,-2,-4
26,No (Modified),Travel_Rarely,321,Sales,4,0,Life Sciences,-1,1453,1,Male,35,4,2,Sales Executive,8,Divorced,10792,8386,0,Y,No,16,1,0,79,0,12,7,5,10,2,13,4
32,No,Travel_Rarely,789,Research & Development,15,-2,Life Sciences (Modified),3,1728,5,Male,31,5,-4,Research Scientist,4,Married,2863,3807,5,Y,No (Modified),11,-2,5,75,-1,13,5,3,9,0,3,12
36,No,Travel_Rarely,502,Research & Development,14,0,Medical,0,2011,5,Female,92,1,-1,Healthcare Representative,1,Married,4873,21657,-4,Y,Yes (Modified),12,0,-3,76,2,12,2,7,8,4,6,-1
32,No,Travel_Rarely,635,Research & Development,3,4,Medical,-4,864,-2,Female (Modified),87,7,5,Research Scientist,5,Married,5175,22161,0,Y,No,15,3,0,79,2,10,4,3,8,3,0,3
38,No,Non-Travel,343,Research & Development,5,2,Life Sciences,-1,1816,0,Male,54,5,-1,Research Scientist,0,Single,2441,24975,8,Y,No,12,7,7,81,1,3,-2,-2,5,3,3,0
55,No,Travel_Frequently,128,Sales (Modified),5,1,Marketing,-4,1052,-2,Female,33,6,0,Sales Executive,4,Married,7523,23535,-2,Y,No (Modified),10,3,3,79,2,28,3,5,10,7,4,10
36,No (Modified),Travel_Frequently,1003,Research & Development,0,-2,Life Sciences,0,12,0,Male,78,2,-2,Laboratory Technician (Modified),-1,Single,3063,11867,-2,Y,No,14,-2,-1,83,2,3,-2,1,4,7,2,6
28,No,Travel_Rarely,1277,Research & Development,5,3,Medical,3,1970,0,Female,59,-1,2,Laboratory Technician,5,Divorced,1133,17539,2,Y,Yes,14,0,3,80,0,3,3,1,-2,-4,1,-5
36,No,Travel_Rarely (Modified),361,Research & Development,5,0,Technical Degree,-4,1240,5,Female,81,-2,-1,Manufacturing Director,5,Divorced,10251,4236,4,Y,Yes,25,2,-1,77,2,14,-1,5,11,8,9,4
44,No,Travel_Rarely,1340,Research & Development,8,-1,Life Sciences,-3,87,1,Male,59,6,6,Research Scientist,5,Divorced,9727,18790,-3,Y,No,13,5,-2,75,5,26,0,3,-2,0,-4,1
45,No,Non-Travel,256,Sales,5,4,Medical,4,1324,4,Male,41,-1,-1,Sales Executive,-3,Single,6154,22072,-4,Y (Modified),No,14,2,-2,80,-3,22,4,-1,23,-3,12,6
22,No,Travel_Rarely,347,Research & Development,24,-3,Technical Degree,2,1552,5,Male,52,5,1,Laboratory Technician (Modified),5,Divorced (Modified),2293,10036,2,Y (Modified),No,15,7,1,83,5,5,0,2,-3,5,-5,4
46,No,Travel_Rarely,566,Sales,13,-2,Medical,4,1506,6,Female,75,-1,-1,Sales Executive,-1,Married,4595,24197,5,Y,Yes,20,0,2,83,3,9,0,5,9,5,1,-1
28,No,Travel_Rarely,121,Research & Development,7,0,Life Sciences,-3,226,3,Male,43,2,3,Research Scientist,2,Single,3033,12426,2,Y (Modified),No,15,1,-4,78,2,9,0,5,2,1,2,3
26,No,Travel_Frequently,572,Research & Development,22,-2,Medical,-3,1855,8,Male,43,5,5,Laboratory Technician,4,Married,3810,7001,3,Y,No (Modified),11,3,3,81,3,9,-2,4,14,5,-2,14
30,No,Travel_Frequently,1012,Research & Development,7,3,Life Sciences,3,859,0,Male,78,-1,-4,Research Scientist (Modified),6,Divorced,3763,2374,9,Y,No,9,6,2,77,-2,7,7,-2,6,2,4,6
23,No (Modified),Travel_Frequently,786,Sales,-1,6,Life Sciences,5,1924,6,Male,37,-1,1,Sales Executive,6,Married,6836,19257,-4,Y,Yes,15,1,1,76,2,4,0,6,4,4,3,11
28,Yes,Travel_Rarely,891,Research & Development,6,6,Medical,-3,831,0,Male,44,4,4,Research Scientist,4,Single,4379,16372,9,Y,No (Modified),20,5,2,82,1,8,-1,3,5,5,3,2
44,No (Modified),Travel_Rarely,1206,Research & Development,3,6,Medical,-1,1537,5,Male,69,-3,2,Laboratory Technician,-1,Married,4843,24052,2,Y,No,15,2,3,83,3,6,-2,6,1,0,-4,3
25,No,Travel_Rarely,335,Human Resources,20,7,Other,-1,1414,5,Male,51,1,-2,Human Resources,2,Single,7989,9765,-2,Y,No,11,7,5,78,-2,8,-1,0,13,8,-4,6
28,No,Non-Travel,832,Research & Development,-2,-4,Life Sciences,2,289,0,Male,89,4,0,Manufacturing Director,-2,Single,8470,20928,3,Y,No,21,-1,3,77,-1,11,6,2,9,6,1,7
55,No,Travel_Rarely,156,Research & Development,5,0,Medical,2,1983,1,Female,73,-1,-2,Manufacturing Director,3,Single,4442,25196,9,Y,Yes,15,-2,7,82,1,10,0,7,3,-3,2,-1
31,No,Travel_Rarely,1214,Sales,19,0,Medical,-3,973,5,Female,86,-1,3,Sales Executive,6,Married,4603,6181,0,Y,No,14,4,2,77,0,5,4,4,5,3,3,3
42,No,Travel_Rarely,1295,Research & Development,18,1,Life Sciences,-2,1667,4,Male,69,5,4,Research Director,4,Married,17598,3528,-1,Y,No,27,8,-3,82,-4,17,2,4,13,5,10,8
25,No,Travel_Frequently,1409,Sales,4,5,Medical,-1,315,5,Female,37,3,5,Sales Executive,0,Married,7915,6595,3,Y,No,13,1,2,81,1,9,4,4,9,6,-1,-2
49,No,Travel_Frequently,961,Research & Development,4,2,Life Sciences,5,1243,6,Female,49,3,4,Manufacturing Director,5,Divorced (Modified),10499,9658,10,Y (Modified),No,21,5,1,76,-3,36,4,-3,3,8,4,5
47,No,Travel_Rarely,925,Sales,12,-2,Marketing,0,867,5,Male,72,0,5,Sales Executive,-1,Divorced,10764,19241,-1,Y,Yes,16,7,1,76,3,19,-1,-2,6,8,2,1
54,No,Travel_Rarely,1452,Research & Development,13,0,Life Sciences,-1,223,7,Female (Modified),51,1,2,Manager,-2,Single,19925,17057,0,Y,No,17,2,2,84,-5,24,9,2,6,6,7,6
38,No,Travel_Rarely,990,Research & Development,3,-3,Medical,-2,248,8,Female,48,4,9,Manager,-2,Married,19033,6497,-3,Y,No,13,7,2,79,-3,25,-2,5,23,12,7,7
55,No,Non-Travel,769,Sales,-2,0,Life Sciences,-3,333,3,Male,74,-1,5,Manager,2,Single,19071,21030,-2,Y,Yes,16,3,8,78,0,35,4,6,29,10,12,9
21,Yes,Travel_Rarely,919,Human Resources,22,1,Medical,5,1814,4,Female,71,2,0,Human Resources,1,Married,2150,6886,-1,Y,Yes,10,3,0,78,4,8,7,2,4,1,1,1
47,No,Non-Travel,850,Sales,29,-2,Life Sciences,-1,1801,3,Male,98,-2,3,Sales Executive,4,Single,7990,25164,6,Y,No,19,1,5,84,-2,5,5,5,5,4,6,3
49,No,Non-Travel,1048,Sales,12,7,Life Sciences,3,1121,1,Female,68,6,6,Sales Executive,-1,Married,5590,17970,0,Y,No,15,-1,0,81,5,17,-2,1,19,9,2,7
21,No,Travel_Frequently,492,Research & Development,6,-2,Medical,-2,390,-4,Male,58,6,-1,Healthcare Representative,5,Married,4736,22718,-1,Y,Yes,8,6,7,81,-3,2,6,-2,7,4,-2,4
50,No,Travel_Frequently,931,Research & Development,16,7,Life Sciences,2,452,4,Female,28,4,6,Research Scientist,4,Single,4870,16884,3,Y,No,9,3,0,79,1,22,7,2,5,1,4,7
48,No,Non-Travel,115,Research & Development,18,-1,Life Sciences,-1,1207,-1,Male,70,2,0,Research Scientist,3,Single,2285,4279,2,Y,No,17,6,1,75,-1,9,7,5,2,2,4,0
35,No,Travel_Rarely,363,Research & Development,1,-2,Technical Degree (Modified),4,1240,6,Female,76,-4,6,Manufacturing Director,-2,Divorced,10249,4231,4,Y,Yes,20,7,3,78,-4,13,2,-2,8,5,3,3
29,No,Travel_Frequently,422,Research & Development,13,0,Life Sciences,0,1612,2,Male,46,1,4,Manufacturing Director,8,Divorced,4722,16998,2,Y,No,12,-2,2,78,1,7,7,6,12,9,10,1
34,No,Travel_Rarely,1140,Research & Development,22,3,Life Sciences,-1,941,0,Female,47,0,5,Healthcare Representative,1,Married,4010,19171,-3,Y,Yes,29,6,3,77,-1,9,2,4,8,10,-5,8
32,No,Travel_Frequently,635,Research & Development,0,5,Other,-2,1185,-1,Male,49,2,-3,Laboratory Technician (Modified),2,Married,2372,26537,4,Y,No,17,-1,5,78,5,-2,-1,-1,-3,4,-2,1
29,No,Non-Travel,1396,Research & Development,4,7,Life Sciences,5,557,7,Male (Modified),48,6,-2,Laboratory Technician,3,Married,2096,16737,3,Y,No,19,3,1,82,-1,13,5,-2,5,4,-3,1
41,No,Travel_Rarely (Modified),446,Research & Development,0,6,Life Sciences,5,638,-1,Female,66,2,4,Manufacturing Director,0,Married (Modified),6450,15701,6,Y,No,16,-2,0,84,1,11,-3,2,6,1,7,0
48,Yes,Travel_Frequently,717,Sales,31,1,Life Sciences,-4,786,-3,Female,80,8,-1,Sales Executive,5,Single,6396,10337,0,Y,Yes,12,3,7,79,0,6,0,2,9,6,5,-1
42,No,Travel_Rarely,1317,Research & Development,8,1,Medical,2,1610,-3,Female,32,3,7,Research Director,-1,Divorced,19045,3550,-3,Y,Yes (Modified),12,7,0,77,5,27,2,-2,22,10,4,10
23,No,Travel_Rarely,1175,Research & Development,22,5,Medical,4,1220,0,Male,82,2,1,Laboratory Technician,0,Married,3194,12444,-3,Y,No,15,-1,4,82,-2,6,0,1,1,8,5,7
60,No,Travel_Rarely,593,Research & Development,1,7,Medical,-3,483,8,Male,87,1,-2,Healthcare Representative,5,Married,6753,2967,6,Y,No,6,6,7,78,-4,12,6,0,2,1,0,-1
25,No,Travel_Rarely,953,Sales,9,4,Marketing,-2,1960,-1,Male (Modified),39,2,1,Sales Executive,2,Single,4102,5101,4,Y,No,16,5,5,83,-4,4,8,6,9,3,0,5
35,No,Non-Travel,729,Research & Development,-1,5,Life Sciences (Modified),1,701,-2,Male,42,6,3,Laboratory Technician,7,Married,1280,16899,3,Y,No,21,4,0,75,5,0,3,5,1,0,-5,-4
44,No,Non-Travel,244,Research & Development,20,0,Life Sciences,2,999,5,Male,44,4,6,Laboratory Technician (Modified),-4,Married,3631,14039,1,Y,Yes,19,2,-1,75,-1,12,5,2,4,6,4,6
30,Yes,Travel_Rarely,604,Sales,6,1,Marketing,-4,1155,1,Female,77,5,3,Sales Executive,3,Single,8220,18382,2,Y,Yes (Modified),16,3,-1,79,2,9,3,1,9,-2,-4,4
41,No (Modified),Travel_Rarely,195,Research & Development,28,7,Other (Modified),-2,1223,0,Male,30,-1,-1,Research Scientist,1,Single,4540,7741,-3,Y,No,26,3,1,81,-3,23,2,6,19,8,12,15
35,No,Non-Travel,1226,Sales,5,1,Technical Degree,-1,989,0,Male,83,4,1,Sales Executive,2,Divorced,5081,25955,8,Y,No,8,-1,1,77,-1,15,5,-1,7,10,-2,6
38,No,Travel_Rarely,1228,Research & Development,12,-3,Life Sciences,1,58,0,Male,34,4,-3,Laboratory Technician,8,Married,2272,4892,-1,Y,No,21,3,1,84,-3,0,2,0,-1,0,4,2
35,No,Travel_Rarely,1412,Research & Development,2,0,Medical (Modified),-1,349,-4,Male,45,6,4,Research Director,2,Divorced,19431,5944,-2,Y,No,15,2,7,76,5,22,9,7,18,11,-2,12
26,No,Non-Travel,782,Research & Development,6,-2,Medical,-2,1697,1,Male,75,5,-2,Laboratory Technician,8,Single,2567,11926,0,Y,No,22,4,5,75,-3,3,3,3,7,2,0,6
48,No,Travel_Rarely,1279,Sales,-1,-1,Life Sciences,4,1730,0,Male,77,-2,1,Sales Executive,8,Divorced,10370,5595,2,Y,Yes,10,1,5,84,5,14,4,2,6,3,-4,-2
51,No (Modified),Non-Travel,139,Human Resources,28,3,Human Resources,5,152,2,Female,32,8,-1,Manager,3,Single,17329,13867,-3,Y,Yes,10,7,2,84,0,23,3,3,9,3,1,6
49,No,Travel_Rarely,461,Research & Development,5,6,Technical Degree,-1,1440,-4,Male,77,4,4,Research Scientist,0,Married (Modified),3420,10204,7,Y,No (Modified),13,1,5,79,3,14,-3,-1,5,3,-4,1
29,No (Modified),Travel_Rarely,922,Research & Development,3,-2,Medical,-2,43,-1,Male,78,-2,3,Laboratory Technician,1,Single,2495,6674,5,Y,No,11,7,6,77,-5,9,6,-2,-1,-1,0,0
44,No,Travel_Rarely,314,Human Resources,-1,-2,Human Resources,-3,734,-1,Male,58,-2,9,Manager (Modified),-2,Married,19188,19558,-1,Y,No,7,2,-1,80,-2,25,-1,-1,25,7,0,6
30,No,Travel_Rarely,1357,Research & Development,2,2,Technical Degree,-2,1929,2,Male,39,-2,1,Research Scientist,5,Married,2221,6071,2,Y,No,6,-2,0,77,3,2,3,4,9,0,-4,0
39,No,Travel_Frequently,1217,Human Resources,0,-3,Human Resources,5,1890,-2,Male,97,-3,1,Human Resources,3,Single,3882,4227,1,Y,No,18,0,5,82,-1,9,4,3,14,-4,0,7
35,No,Non-Travel,1228,Sales,10,6,Technical Degree,-4,986,4,Male,87,-1,6,Sales Executive,4,Divorced,5075,25948,2,Y,No,8,5,7,78,0,15,6,-2,6,11,-1,10
30,No (Modified),Travel_Rarely,209,Sales,11,-2,Marketing,-3,1401,1,Female,94,4,-3,Sales Executive,4,Married,5766,7096,2,Y,Yes,14,5,0,79,-2,2,5,3,4,3,2,0
31,Yes,Travel_Frequently,1497,Sales,3,2,Technical Degree,2,1483,-3,Male,89,2,-1,Sales Representative,1,Married,2912,15744,-1,Y,No (Modified),16,-2,4,79,5,4,2,8,7,1,3,-1
18,No (Modified),Travel_Rarely,256,Research & Development,10,-1,Medical,3,509,1,Female,47,6,0,Research Scientist,0,Married,2242,24440,5,Y,No,14,2,1,81,-3,-3,-2,5,4,-3,-1,4
32,Yes,Travel_Rarely,1485,Research & Development,10,2,Life Sciences,-2,1171,-1,Female,74,6,-3,Laboratory Technician,-1,Married,2511,22955,-3,Y,Yes,9,6,8,80,-2,2,4,1,-4,-1,4,-4
55,No,Travel_Rarely,373,Research & Development,21,7,Medical,4,798,0,Female,96,3,3,Manufacturing Director (Modified),5,Divorced,5480,22670,13,Y,Yes,6,1,5,79,3,13,5,6,8,5,5,5
38,No,Travel_Rarely,1346,Sales (Modified),11,-1,Medical (Modified),5,1544,5,Male,51,3,1,Sales Executive,4,Married,5471,19343,2,Y,No (Modified),16,4,2,77,-4,11,4,6,3,6,8,4
41,No,Travel_Frequently,789,Research & Development,-1,-1,Medical,-1,809,-2,Female,33,4,1,Healthcare Representative (Modified),1,Married,4246,9935,2,Y,No,21,8,3,75,-4,7,2,7,8,9,2,3
33,Yes,Travel_Rarely,899,Research & Development,-1,0,Medical,5,1568,3,Male (Modified),78,0,4,Manufacturing Director,-1,Married,4855,7653,4,Y,No,9,3,4,82,1,2,-1,1,6,6,0,4
27,No,Travel_Rarely,202,Research & Development,6,2,Life Sciences,2,1157,6,Male,56,-1,3,Research Scientist,0,Married,2541,7946,0,Y (Modified),No,9,6,1,83,-1,0,-2,-2,6,1,-2,5
30,No,Travel_Rarely (Modified),1063,Research & Development,-1,4,Medical,-1,1016,5,Male,30,8,-3,Manufacturing Director,3,Married,5469,3334,-1,Y,No,12,1,5,79,3,6,1,4,6,8,-2,-1
43,No,Travel_Rarely,461,Research & Development (Modified),16,2,Life Sciences,1,229,2,Male,54,3,-4,Research Scientist,0,Divorced,2452,4612,7,Y,No,10,7,1,75,-2,12,6,1,12,9,-3,12
30,No,Travel_Rarely,148,Research & Development,13,-1,Life Sciences (Modified),5,16,3,Female,50,2,2,Laboratory Technician,0,Single,4197,12678,-4,Y,Yes,12,0,2,80,-5,10,1,1,11,3,-3,3
51,Yes,Travel_Rarely,1159,Research & Development,19,-3,Life Sciences,0,1907,5,Male,94,1,5,Laboratory Technician,0,Single,2591,10259,-2,Y,No (Modified),19,6,-1,84,2,9,3,0,4,4,0,-2
37,No,Travel_Rarely (Modified),949,Research & Development,4,4,Other,-1,842,6,Male,59,5,0,Manufacturing Director,6,Single,10224,18868,4,Y,No,23,5,5,75,-2,12,6,7,6,3,2,6
35,No,Travel_Rarely,411,Research & Development,16,5,Medical,5,1305,-1,Female,90,0,6,Manager,-2,Divorced,17119,17334,6,Y (Modified),Yes,9,4,1,79,2,22,4,2,23,13,16,-3
34,No (Modified),Travel_Rarely,461,Research & Development,16,-2,Life Sciences,3,991,1,Female,52,2,2,Research Scientist,5,Single,3451,17236,-2,Y (Modified),No,16,7,1,78,-5,6,7,2,1,-2,2,3
21,Yes,Travel_Rarely,1335,Research & Development,6,0,Life Sciences,-4,1077,4,Female,34,-2,1,Laboratory Technician,-1,Single,1417,17260,-4,Y,No,16,5,-2,79,0,-4,8,-3,-1,3,-1,-2
29,No,Travel_Rarely,153,Research & Development,13,4,Life Sciences (Modified),-1,15,6,Female (Modified),48,6,5,Laboratory Technician (Modified),4,Single,4189,12683,3,Y,Yes,11,5,7,82,-1,10,5,1,8,6,1,4
36,No,Travel_Rarely,405,Research & Development,-3,0,Life Sciences,0,1450,-1,Female,89,1,1,Laboratory Technician,5,Married,3294,3712,6,Y,No,18,0,3,83,4,5,0,-3,3,1,0,-1
32,No,Travel_Rarely,1174,Sales,0,-1,Medical,-4,691,0,Female,65,-2,0,Sales Executive (Modified),7,Married,5556,3489,0,Y (Modified),No (Modified),16,6,2,78,0,2,8,5,1,-2,-4,-1
42,No,Travel_Rarely,1016,Research & Development,2,1,Medical,2,1611,5,Female,54,4,-2,Laboratory Technician,0,Single (Modified),5766,23444,3,Y,Yes,9,5,-2,83,2,6,-1,-2,6,4,-3,-1
35,No,Travel_Frequently,706,Research & Development,6,2,Medical,3,1628,2,Female,79,-1,3,Manufacturing Director,2,Single,5041,3141,-3,Y (Modified),No,17,6,0,75,0,12,1,0,12,3,3,8
28,No,Travel_Rarely (Modified),314,Research & Development,15,0,Life Sciences,-1,1881,3,Male,91,2,3,Laboratory Technician (Modified),7,Divorced,4194,18620,2,Y,No,10,5,1,84,-2,5,3,4,12,4,3,4
40,No,Non-Travel,980,Research & Development,8,2,Life Sciences,4,1468,4,Male,90,-2,5,Laboratory Technician,-1,Single,3166,7975,-1,Y,No,14,0,5,76,-1,10,8,7,7,-3,-5,-2
38,No,Travel_Frequently,596,Research & Development,6,3,Medical (Modified),-3,1166,3,Female (Modified),89,2,7,Research Director,0,Single,13499,13784,8,Y,No,15,6,7,76,-2,16,0,-3,20,4,-3,16
41,No,Non-Travel,1198,Research & Development,5,0,Medical (Modified),-4,264,-3,Male,61,-3,0,Manager,3,Married,16789,20465,5,Y,No,18,3,7,76,-4,21,1,7,19,10,14,12
28,Yes,Travel_Rarely,247,Sales,7,4,Life Sciences (Modified),4,164,1,Male,74,2,0,Sales Executive,-2,Married,6172,20741,-1,Y,Yes,16,-1,4,81,3,10,4,1,2,11,11,5
29,Yes,Travel_Rarely,336,Sales,3,-1,Medical,3,897,3,Female,47,-1,0,Sales Representative (Modified),2,Divorced,2800,23521,4,Y,Yes,18,2,4,83,5,9,7,2,1,-1,-3,0
27,Yes,Travel_Rarely,894,Research & Development,21,-4,Medical,1,319,-2,Male,85,1,5,Research Scientist,6,Single,2390,14961,4,Y,Yes,13,4,7,81,1,5,2,1,4,-2,1,0
50,No,Travel_Rarely,694,Research & Development,3,7,Medical,-1,817,-1,Male,68,1,-1,Research Director,2,Married,17643,6877,9,Y (Modified),No,13,3,1,81,4,29,-1,-2,0,5,0,1
30,No,Travel_Rarely,821,Research & Development,7,-2,Life Sciences,-1,1554,7,Female,68,-2,2,Research Scientist,3,Married,5876,15627,4,Y,No,12,4,5,78,2,13,0,0,9,1,3,3
